Inactive,Close Date,Location Desc,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
No,,"HTS - Lawrenceburg,TN",HTS,Owner,7219,3723,7219,9040,212,,Lawrenceburg,TN,38464,1604 N Locust Avenue,,35.25941,-87.322858,,3/16/2014,,Retail,,
No,7/16/2018,"HTS - Corinth,MS",HTS,Owner,3387,3387,3387,9040,384,,Corinth,MS,38834,1801 S. Harper Rd,,34.914209,-88.498802,,5/4/2014,,Retail,,
No,,"HTS - Arab,AL",HTS,Owner,3648,3648,3648,9040,395,,Arab,AL,35016,1004 N Brindlee Mountain Parkway,,34.332967,-86.502107,,1/24/2016,,Retail,,
No,,"HTS - Moundville,AL",HTS,Owner,3726,3726,3726,9040,391,,Moundville,AL,35474,39609 Highway 69 S,,32.988282,-87.625289,,,,Retail,,
No,,"HTS - Jasper,AL",HTS,Owner,3145,3145,3145,9040,384,,Jasper,AL,35501,724 Parkland S/C North,,33.849784,-87.283389,,3/1/2015,,Retail,,
No,,"HTS - Cullman,AL",HTS,Owner,5491,3075,5491,9040,395,,Cullman,AL,35055,1906 Market Platz Center,,34.151469,-86.839397,,4/16/2017,,Retail,,
No,,"HTS - Selma,AL",HTS,Owner,5517,3115,5517,9040,391,,Selma,AL,36701,2908 Citizens Parkway,,32.44252,-87.018248,,,,Retail,,
No,,"HTS - Clanton,AL",HTS,Owner,5970,3645,5970,9040,391,,Clanton,AL,35045,1605 7th Street N,,32.851945,-86.636001,,6/15/2008,,Retail,,
No,,"HTS - Oneonta,AL",HTS,Owner,5973,3646,5973,9040,395,,Oneonta,AL,35121,1908 2nd Avenue E,,33.967445,-86.455542,,3/2/2014,,Retail,,
No,7/16/2018,"HTS - Moulton,AL",HTS,Owner,6746,3877,6746,9040,384,,Moulton,AL,35650,13447 Highway 157,,34.508079,-87.288399,,5/15/2016,,Retail,,
No,7/16/2018,"HTS - RIPLEY,MS",HTS,Owner,7396,7396,7396,9040,384,,RIPLEY,MS,38663,306 EAST WALNUT,,34.730028,-88.94688,,4/10/2013,,Retail,,
No,,"HTS - Thomasville,AL",HTS,Owner,3721,3721,3721,9040,391,,Thomasville,AL,36784,33061 Highway 43 North,,31.922113,-87.741216,,3/2/2014,,Retail,,
No,,"HTS - Jackson,AL",HTS,Owner,6684,3852,6684,9040,391,,Jackson,AL,36545,4435 N College Avenue,,31.560459,-87.87806,,4/6/2014,,Retail,,
No,,"HTS - Dothan,AL",HTS,Owner,4242,4242,4242,9040,395,,Dothan,AL,36301,2701 W Main Street,Suite 1,31.227839,-85.429296,,,,Retail,,
No,,"HTS - Eufaula,AL",HTS,Owner,7267,3951,7267,9040,395,,Eufaula,AL,36027,1234 North Eufaula Avenue,,31.919272,-85.148464,,7/8/2007,,Retail,,
No,,"HTS - Crestview,FL",HTS,Owner,7220,3725,7220,9040,391,,Crestview,FL,32539,1133 Industrial Drive Highway 85 N,,30.783714,-86.559104,,8/31/2014,,Retail,,
No,,"HTS - Milton,FL",HTS,Owner,7709,7709,7709,9040,391,,Milton,FL,32571,4563 Bell Lane,,30.60208,-87.111842,,10/4/2015,,Retail,,
No,7/16/2018,"HTS - Moss Point,MS",HTS,Owner,2776,2776,2776,9040,391,,Moss Point,MS,39563,7827 Highway 613,,30.455446,-88.542947,,,,Retail,,
No,,"HTS - Daphne,AL",HTS,Owner,3346,3346,3346,9040,391,,Daphne,AL,36526,6845 Highway 90,Suite 101,30.655923,-87.904857,,7/31/2012,,Retail,,
No,,"HTS - Monroeville,AL",HTS,Owner,3752,3752,3752,9040,391,,Monroeville,AL,36460,918 S Alabama Avenue,,31.513812,-87.322148,,11/16/2014,,Retail,,
No,,"HTS - Niceville,FL",HTS,Owner,5726,3245,5726,9040,391,,Niceville,FL,32578,792 East John Sims Parkway,,30.519172,-86.501763,,,,Retail,,
No,7/16/2018,"HTS - Enterprise,AL",HTS,Owner,3650,3650,3650,9040,391,,Enterprise,AL,36330,621 Boll Weevil Circle,,31.31961,-85.83248,,10/2/2016,,Retail,,
No,,"HTS - Andalusia,AL",HTS,Owner,5513,3105,5513,9040,391,,Andalusia,AL,36420,204 West Bypass,,31.312804,-86.500014,,1/25/2017,,Retail,,
No,,"HTS - Foley,AL",HTS,Owner,7350,5770,7350,9040,391,,Foley,AL,36535,3798 S McKenzie Street,,30.358908,-87.684003,,8/20/2017,,Retail,,
No,,"HTS - Moultrie,GA",HTS,Owner,8042,3925,8042,9040,375,,Moultrie,GA,31768,2417 S Main Street,,31.140453,-83.782823,,4/19/2017,,Retail,,
No,,"HTS - Lynchburg,VA",HTS,Owner,6668,6668,6668,9040,394,,Lynchburg,VA,24502,6015 Fort Ave. Suite 28,,37.372649,-79.196572,,4/27/2017,,Retail,,
No,7/16/2018,"HTS - Rocky Mount,NC",HTS,Owner,7814,7814,7814,9040,394,,Rocky Mount,NC,27804,1214 N Weslyan Boulevard,,35.97602,-77.801722,,7/30/2017,,Retail,,
No,,"HTS - Aberdeen,NC",HTS,Owner,3166,3166,3166,9040,371,,Aberdeen,NC,28315,1377 N Sandhills Boulevard,,35.151433,-79.420008,,4/3/2011,,Retail,,
No,,"HTS - Center Conway,NH",HTS,Owner,5468,3053,5468,9042,390,,Center Conway,NH,03813,529 Eastman Road,,44.006918,-71.089836,,,,Retail,,
No,,"HTS - Sanford,NC",HTS,Owner,5696,3206,5696,9040,371,,Sanford,NC,27332,2534 Lee Avenue,,35.455391,-79.152747,,7/19/2005,,Retail,,
No,,"HTS - Christiansburg,VA",HTS,Owner,1753,1753,1753,9042,129,,Christiansburg,VA,24073,3195 N Franklin Street,,37.173237,-80.41919,,,,Retail,,
No,,"HTS - Henderson,NC",HTS,Owner,3156,3156,3156,9040,371,,Henderson,NC,27536,1535 Dabney Drive,,36.331842,-78.435893,,,,Retail,,
No,,"HTS - Dunn,NC",HTS,Owner,3226,3226,3226,9040,371,,Dunn,NC,28334,1002 West Cumberland Street,,35.312967,-78.619294,,4/7/2013,,Retail,,
No,,"HTS - Marion,NC",HTS,Owner,3426,3426,3426,9040,369,,Marion,NC,28752,1155 N Main Street,,35.695441,-82.024926,,,,Retail,,
No,,"HTS - South Hill,VA",HTS,Owner,3434,3434,3434,9040,371,,South Hill,VA,23970,1423 N Mecklenburg Avenue,,36.746685,-78.10903,,10/18/2014,,Retail,,
No,,"HTS - Boone,NC",HTS,Owner,3875,3875,3875,9040,394,,Boone,NC,28607,1180 Blowing Rock Road,E-6,36.201857,-81.66812,,4/4/2015,,Retail,,
No,,"HTS - Louisburg,NC",HTS,Owner,5852,3423,5852,9040,371,,Louisburg,NC,27549,326 South Bickett Boulevard,,36.090012,-78.301396,,9/28/2003,,Retail,,
No,,"HTS - Hudson,NC",HTS,Owner,6845,6845,6845,9040,369,,Hudson,NC,28638,3351 Hickory Boulevard,,35.834851,-81.460741,,,,Retail,,
No,,"HTS - Edenton,NC",HTS,Owner,6863,6863,6863,9040,363,,Edenton,NC,27932,211 S Broad Street,,36.059184,-76.608502,,7/19/2015,,Retail,,
No,,"HTS - Spruce Pine,NC",HTS,Owner,8108,3958,8108,9040,369,,Spruce Pine,NC,28777,11947 South Highway 226,,35.892371,-82.06575,,4/30/2017,,Retail,,
No,7/16/2018,"HTS - Aiken,SC",HTS,Transition,2913,2913,2913,9040,395,,Aiken,SC,29801,1650 Richland Ave. W,,33.565424,-81.74299,,5/16/2017,,Retail,,
No,,"HTS - Blakely,GA",HTS,Owner,3867,3867,3867,9040,395,,Blakely,GA,39823,11554 Columbia Street,,31.372066,-84.948108,,,,Retail,,
No,,"HTS - Dublin,GA",HTS,Owner,3395,3395,3395,9040,395,,Dublin,GA,31021,921 Hillcrest Parkway,,32.547611,-82.932434,,2/16/2014,,Retail,,
No,7/16/2018,"HTS - Wrens,GA",HTS,Owner,3417,3417,3417,9040,395,,Wrens,GA,30833,101 Walden Street,,33.194807,-82.400521,,,,Retail,,
No,,"HTS - Roanoke,AL",HTS,Owner,5108,5108,5108,9040,395,,Roanoke,AL,36274,3355 Highway 431,Suite 7,33.108946,-85.355096,,3/16/2014,,Retail,,
No,,"HTS - Milledgeville,GA",HTS,Owner,5760,3295,5760,9040,395,,Milledgeville,GA,31061,1831 N Columbia Street,,33.103292,-83.248864,,4/21/2017,,Retail,,
No,,"HTS - Greenwood,SC",HTS,Owner,5790,3325,5790,9040,369,,Greenwood,SC,29649,1410 Montague Avenue Ext,,34.217791,-82.182752,,10/21/2008,,Retail,,
No,,"HTS - Valley,AL",HTS,Owner,6133,3695,6133,9040,395,,Valley,AL,36854,2918 20th Avenue,,32.845372,-85.181881,,5/18/2014,,Retail,,
No,,"HTS - Sandersville,GA",HTS,Owner,6558,3798,6558,9040,395,,Sandersville,GA,31082,306 Riddleville Road,,32.971021,-82.806627,,,,Retail,,
No,,"HTS - Monroe,GA",HTS,Owner,6665,3845,6665,9040,369,,Monroe,GA,30655,500 Great Oaks Drive,,33.79113,-83.744293,,4/22/2016,,Retail,,
No,,"HTS - Opelika,AL",HTS,Owner,6864,6864,6864,9040,395,,Opelika,AL,36801,3720 Pepperell Parkway,,32.634447,-85.433437,,,,Retail,,
No,,"HTS - Macon,GA",HTS,Owner,6984,6984,6984,9040,395,,Macon,GA,31206,4551 Billy Williamson Drive,,32.822059,-83.715336,,,,Retail,,
No,,"HTS - Greenville,MI",HTS,Owner,3341,3341,3341,9042,123,,Greenville,MI,48838,301 S Maplewood Street,,43.178507,-85.277273,,10/18/2015,,Retail,,
No,,"HTS - Alma,MI",HTS,Owner,5933,3582,5933,9042,123,,Alma,MI,48801,1650 Wright Avenue,,43.394574,-84.665238,,5/31/2015,,Retail,,
No,,"HTS - Petoskey,MI",HTS,Owner,3718,3718,3718,9042,126,,Petoskey,MI,49770,1840 M 119,,45.396362,-84.90331,,2/15/2015,,Retail,,
No,,"HTS - Manistee,MI",HTS,Owner,4702,3232,4702,9042,123,,Manistee,MI,49660,1672 US 31 South,,44.273641,-86.266946,,4/6/2014,,Retail,,
No,,"HTS - Cheboygan,MI",HTS,Owner,2281,2281,2281,9042,126,,Cheboygan,MI,49721,700 S Main St,Suite 712,45.633798,-84.483701,,5/3/2015,,Retail,,
No,,"HTS - Fremont,MI",HTS,Owner,3102,3102,3102,9042,123,,Fremont,MI,49412,7147 West 48th Street,,43.46779,-85.97763,,7/19/2015,,Retail,,
No,,"HTS - Charlevoix,MI",HTS,Owner,3311,3311,3311,9042,126,,Charlevoix,MI,49720,6585 M 66 N,Suite B,45.298,-85.256365,,8/4/2013,,Retail,,
No,,"HTS - Sault Ste Marie,MI",HTS,Owner,5591,3180,5591,9042,126,,Sault Ste Marie,MI,49783,1140 West Three Mile Road,,46.463753,-84.38777,,1/27/2002,,Retail,,
No,,"HTS - Cadillac,MI",HTS,Owner,5723,3241,5723,9042,123,,Cadillac,MI,49601,1536 North Mitchell St,,44.251738,-85.401045,,10/1/2016,,Retail,,
No,,"HTS - Mount Pleasant,MI",HTS,Company,5903,3540,5903,9042,123,,Mount Pleasant,MI,48858,1400 S Mission Street,,43.589032,-84.768519,,3/18/2008,,Retail,,
No,,"HTS - Ionia,MI",HTS,Owner,6573,3801,6573,9042,123,,Ionia,MI,48846,205 South Dexter,,42.980793,-85.070758,,7/31/2016,,Retail,,
No,,"HTS - Alpena,MI",HTS,Owner,6672,3850,6672,9042,126,,Alpena,MI,49707,2340 US 23 South,,45.041592,-83.460487,,9/24/2015,,Retail,,
No,,"HTS - Lexington,KY",HTS,Owner,2582,2582,2582,9042,129,,Lexington,KY,40515,4228 Saron Drive,,37.966836,-84.500646,,,,Retail,,
No,,"HTS - Danville,KY",HTS,Owner,5524,3126,5524,9042,129,,Danville,KY,40422,804 South 4th Street,,37.632383,-84.774335,,10/29/1995,,Retail,,
No,7/16/2018,"HTS - Morehead,KY",HTS,Owner,3173,3173,3173,9042,129,,Morehead,KY,40351,1370 Flemingsburg Road,,38.185134,-83.471151,,1/25/2017,,Retail,,
No,,"HTS - Middlesboro,KY",HTS,Owner,4139,4139,4139,9042,129,,Middlesboro,KY,40965,2801 US Highway 25E,Suite 400,36.64256,-83.702913,,,,Retail,,
No,,"HTS - South Williamson,KY",HTS,Owner,5499,3086,5499,9042,129,,South Williamson,KY,41503,275 Southside Mall Road,,37.651822,-82.271362,,10/6/2014,,Retail,,
No,,"HTS - Somerset,KY",HTS,Owner,5534,3136,5534,9042,129,,Somerset,KY,42501,370 S Highway 27,#9,37.089776,-84.615491,,8/27/2000,,Retail,,
No,,"HTS - Pikeville,KY",HTS,Owner,5550,3146,5550,9042,129,,Pikeville,KY,41501,170 Town Mountain Road,,37.484493,-82.510801,,5/9/2014,,Retail,,
No,7/16/2018,"HTS - London,KY",HTS,Owner,5492,3076,5492,9042,129,,London,KY,40741,845B South Main Street,,37.121456,-84.079505,,2/26/2017,,Retail,,
No,,"HTS - Corbin,KY",HTS,Owner,6695,3864,6695,9042,129,,Corbin,KY,40701,1019 Cumberland Falls Highway Suite B102,,36.928469,-84.104445,,8/2/2015,,Retail,,
No,,"HTS - Harlan,KY",HTS,Owner,5806,3343,5806,9042,129,,Harlan,KY,40831,168 Village Center Road,,36.814859,-83.317577,,10/26/2003,,Retail,,
No,,"HTS - Monticello,KY",HTS,Owner,6741,3874,6741,9042,129,,Monticello,KY,42633,1520 N Main Street,,36.84689,-84.834211,,7/31/2016,,Retail,,
No,,"HTS - Tazewell,TN",HTS,Owner,7467,7467,7467,9042,129,,Tazewell,TN,37879,1444 N Broad Street,,36.448648,-83.574753,,4/16/2017,,Retail,,
No,,"HTS - Paintsville,KY",HTS,Owner,8068,3933,8068,9042,129,,Paintsville,KY,41240,624 Jefferson Avenue,,37.809559,-82.800876,,,,Retail,,
No,3/2/2018,"HTS - Union City,TN",HTS,Owner,3466,3466,3466,9042,207,,Union City,TN,38261,1421 S First Street Extd,,36.413061,-89.058052,,11/22/2015,,Retail,,
No,,"HTS - Malden,MO",HTS,Owner,3012,3012,3012,9042,207,,Malden,MO,63863,1206 N Douglass Street,,36.574133,-89.970116,,1/20/2009,,Retail,,
No,,"HTS - Poplar Bluff,MO",HTS,Owner,3312,3312,3312,9042,207,,Poplar Bluff,MO,63901,720 S Westwood Boulevard,,36.751979,-90.408618,,12/29/1996,,Retail,,
No,,"HTS - Harrisburg,IL",HTS,Owner,3681,3681,3681,9042,207,,Harrisburg,IL,62946,601 N Commercial,,37.744832,-88.526534,,,,Retail,,
No,,"HTS - Kennett,MO",HTS,Owner,3950,3950,3950,9042,207,,Kennett,MO,63857,624 Independence,,36.243072,-90.033116,,5/15/2016,,Retail,,
No,,"HTS - Blytheville,AR",HTS,Owner,5691,3197,5691,9042,207,,Blytheville,AR,72315,302 North 6th Street,,35.930051,-89.909542,,10/5/2014,,Retail,,
No,,"HTS - Carmi,IL",HTS,Owner,5777,3310,5777,9042,207,,Carmi,IL,62821,1704 W Main Street,,38.077107,-88.186854,,7/1/2012,,Retail,,
No,,"HTS - Covington,TN",HTS,Owner,5917,3547,5917,9040,212,,Covington,TN,38019,715 North Main Street,,35.571936,-89.646517,,3/12/2017,,Retail,,
No,,"HTS - Madisonville,KY",HTS,Owner,5918,3555,5918,9042,207,,Madisonville,KY,42431,110 Madison Square Drive,,37.323723,-87.478265,,2/8/2011,,Retail,,
No,,"HTS - Paragould,AR",HTS,Owner,3157,3157,3157,9042,207,,Paragould,AR,72450,1721 Paragould Plaza,,36.0557,-90.507413,,12/29/2013,,Retail,,
No,,"HTS - Pocahontas,AR",HTS,Owner,6208,3709,6208,9042,207,,Pocahontas,AR,72455,2607 Highway 67 South,,36.240236,-90.960338,,4/30/2017,,Retail,,
No,,"HTS - Perryville,MO",HTS,Owner,7226,3851,7226,9042,207,,Perryville,MO,63775,206 N Progress Drive,Suite 3001,37.729832,-89.885946,,9/29/2002,,Retail,,
No,7/16/2018,"HTS - Glasgow,KY",HTS,Owner,8092,3953,8092,9042,207,,Glasgow,KY,42141,671 Happy Valley Road,,37.008295,-85.919091,,,,Retail,,
No,,"HTS - Rolla,MO",HTS,Owner,3382,3382,3382,9042,216,,Rolla,MO,65401,552 Kent Lane,Suite A,37.927337,-91.780106,,2/15/2015,,Retail,,
No,,"HTS - Salem,MO",HTS,Owner,3552,3552,3552,9042,216,,Salem,MO,65560,1101 E Scenic Rivers Boulevard,,37.634525,-91.52353,,7/3/2011,,Retail,,
No,,"HTS - Jerseyville,IL",HTS,Owner,2572,2572,2572,9042,216,,Jerseyville,IL,62052,1679 S State Street,,39.08796,-90.300878,,,,Retail,,
No,,"HTS - Farmington,MO",HTS,Owner,3362,3362,3362,9042,216,,Farmington,MO,63640,606 Walmart Drive,,37.788636,-90.432324,,10/5/2014,,Retail,,
No,,"HTS - Jacksonville,IL",HTS,Owner,3591,3591,3591,9042,216,,Jacksonville,IL,62650,901 W Morton Avenue,,39.722452,-90.242862,,,,Retail,,
No,7/16/2018,"HTS - Fairfield,IL",HTS,Owner,5775,3304,5775,9042,216,,Fairfield,IL,62837,1411 W Main,Suite C,38.379186,-88.36915,,7/30/2006,,Retail,,
No,,"HTS - Washington,MO",HTS,Owner,5825,3372,5825,9042,216,,Washington,MO,63090,1048 Washington Square,,38.536331,-91.003631,,3/22/2015,,Retail,,
No,,"HTS - Saint Robert,MO",HTS,Owner,5833,3392,5833,9042,216,,Saint Robert,MO,65584,713 Missouri Avenue,,37.805815,-92.144934,,2/25/2001,,Retail,,
No,,"HTS - Flora,IL",HTS,Owner,5905,3541,5905,9042,207,,Flora,IL,62839,501 West North Avenue,,38.667589,-88.491765,,8/4/2013,,Retail,,
No,,"HTS - Waterloo,IL",HTS,Owner,6583,3820,6583,9042,216,,Waterloo,IL,62298,1349 Jamie Lane,,38.367795,-90.159021,,9/2/2007,,Retail,,
No,,"HTS - Olney,IL",HTS,Owner,6763,3881,6763,9042,124,,Olney,IL,62450,712 S. West St.,,38.723772,-88.093273,,10/3/2004,,Retail,,
No,,"HTS - Centralia,IL",HTS,Owner,5773,3302,5773,9042,207,,Centralia,IL,62801,1037 W Broadway,,38.528135,-89.148719,,4/2/2017,,Retail,,
No,,"HTS - Litchfield,IL",HTS,Owner,7284,3970,7284,9042,216,,Litchfield,IL,62056,19 Litchfield Plaza,,39.181736,-89.669151,,11/3/2016,,Retail,,
No,,"HTS - Vandalia,IL",HTS,Owner,7960,7960,7960,9042,207,,Vandalia,IL,62471,1611 Veterans Avenue,Suite S,38.977829,-89.112284,,5/22/2016,,Retail,,
No,7/16/2018,"HTS - Greensburg,IN",HTS,Owner,3472,3472,3472,9042,220,,Greensburg,IN,47240,1411 N Liberty Circle E,,39.347091,-85.506313,,3/14/2017,,Retail,,
No,7/16/2018,"HTS - Linton,IN",HTS,Owner,6586,3822,6586,9042,220,,Washington,IN,47501,900 West National Highway Suite 1,,38.652842,-87.186827,,,,Retail,,
No,,"HTS - Mattoon,IL",HTS,Owner,1320,1320,1320,9042,207,,Mattoon,IL,61938,1601 Broadway,,39.482361,-88.374038,,1/26/2017,,Retail,,
No,7/16/2018,"HTS - North Vernon,IN",HTS,Owner,1842,1842,1842,9042,220,,North Vernon,IN,47265,247 E Walnut Street,,39.005401,-85.624011,,4/5/2017,,Retail,,
No,,"HTS - Connersville,IN",HTS,Owner,3112,3112,3112,9042,381,,Connersville,IN,47331,105 West 24th Street,,39.663946,-85.129614,,3/1/2015,,Retail,,
No,,"HTS - Crawfordsville,IN",HTS,Owner,3612,3612,3612,9042,124,,Crawfordsville,IN,47933,1812 US 231 South,,40.014867,-86.903139,,5/18/2014,,Retail,,
No,,"HTS - Robinson,IL",HTS,Owner,3921,3921,3921,9042,124,,Robinson,IL,62454,2092 E Main Street,,39.005516,-87.724186,,10/6/2013,,Retail,,
No,,"HTS - Jasper,IN",HTS,Owner,5407,3021,5407,9042,124,,Jasper,IN,47546,220 Baden Strasse,,38.427117,-86.938692,,,,Retail,,
No,,"HTS - Effingham,IL",HTS,Owner,5408,3022,5408,9042,207,,Effingham,IL,62401,1306 Thelma Keller Avenue,,39.140961,-88.565127,,,,Retail,,
No,,"HTS - Princeton,IN",HTS,Owner,5469,3056,5469,9042,124,,Princeton,IN,47670,1607 W Broadway,,38.353487,-87.586367,,1/6/2008,,Retail,,
No,,"HTS - Corydon,IN",HTS,Owner,5520,3120,5520,9042,124,,Corydon,IN,47112,1480 N Old Highway 135,,38.222989,-86.127899,,10/18/2005,,Retail,,
No,,"HTS - Bedford,IN",HTS,Owner,6614,3834,6614,9042,124,,Bedford,IN,47421,2943 John Williams Boulevard,,38.868679,-86.510187,,1/29/2012,,Retail,,
No,,"HTS - GREENFIELD,IN",HTS,Owner,7433,7433,7433,9042,124,,GREENFIELD,IN,46140,1244 W MAIN STREET,,39.785279,-85.787359,,3/26/2013,,Retail,,
No,3/9/2018,"HTS - Corry,PA",HTS,Owner,1823,1823,1823,9042,362,,Corry,PA,16407,380 West Columbus Avenue,,41.933913,-79.654568,,7/31/2016,,Retail,,
No,7/16/2018,"HTS - Ithaca,NY",HTS,Owner,1477,1477,1477,9042,362,,Ithaca,NY,14850,40 Catherwood Road,Suite F11,42.483801,-76.490884,,,,Retail,,
No,,"HTS - Bradford,PA",HTS,Owner,3473,3473,3473,9042,362,,Bradford,PA,16701,560 Chestnut Street Ext,Suite 5,41.946748,-78.648853,,1/13/2013,,Retail,,
No,,"HTS - Fredonia,NY",HTS,Owner,3603,3603,3603,9042,362,,Fredonia,NY,14063,3725 E Main - Route 20,Suite 5,42.451966,-79.304389,,12/2/2007,,Retail,,
No,,"HTS - Meadville,PA",HTS,Owner,3878,3878,3878,9042,364,,Meadville,PA,16335,11234 Perry Highway,Suite 5,41.620689,-80.203893,,2/26/2017,,Retail,,
No,,"HTS - Hornell,NY",HTS,Owner,5412,3024,5412,9042,362,,Hornell,NY,14843,7451 Seneca Road,,42.361033,-77.666369,,10/5/2014,,Retail,,
No,,"HTS - Olean,NY",HTS,Owner,5574,5574,5574,9042,362,,Olean,NY,14760,400 North Union Street,,42.082542,-78.426771,,3/3/2013,,Retail,,
No,7/16/2018,"HTS - Batavia,NY",HTS,Owner,6643,3841,6643,9042,362,,Batavia,NY,14020,587 East Main Street,Suite 10B,42.996222,-78.164432,,11/18/2016,,Retail,,
No,,"HTS - Geneseo,NY",HTS,Owner,7893,7893,7893,9042,362,,Geneseo,NY,14454,4364 Pondside Plaza,,42.800602,-77.779643,,9/10/2016,,Retail,,
No,,"HTS - Warsaw,NY",HTS,Owner,3148,3148,3148,9042,362,,Warsaw,NY,14569,422 N. Main St,,42.756893,-78.131353,,3/4/2007,,Retail,,
No,,"HTS - Erie,PA",HTS,Owner,4879,4879,4879,9042,364,,Erie,PA,16509,7200 Peach Street,Space 460,42.051933,-80.090674,,,,Retail,,
No,,"HTS - Rochester,NY",HTS,Owner,5152,5152,5152,9042,362,,Rochester,NY,14625,1601 Penfield Road,,43.133452,-77.495718,,,,Retail,,
No,,"HTS - Madison,OH",HTS,Owner,5052,5052,5052,9042,364,,Madison,OH,44057,6656 N Ridge Road,,41.801576,-81.049534,,,,Retail,,
No,,"HTS - Middlefield,OH",HTS,Owner,6561,3800,6561,9042,364,,Middlefield,OH,44062,15561 W High Street,,41.461563,-81.086893,,3/23/2017,,Retail,,
No,,"HTS - Harpers Ferry,WV",HTS,Owner,3006,3006,3006,9042,364,,Harpers Ferry,WV,25425,99 Cary Lu Circle,,39.306401,-77.809564,,8/4/2013,,Retail,,
No,,"HTS - Staunton,VA",HTS,Owner,5872,3444,5872,9042,364,,Staunton,VA,24401,1206 Greenville Avenue,,38.129086,-79.063845,,1/5/2014,,Retail,,
No,7/16/2018,"HTS - Harrisonburg,VA",HTS,Owner,5882,3474,5882,9042,364,,Harrisonburg,VA,22801,51-J Burgess Road,,38.435603,-78.849622,,7/5/2015,,Retail,,
No,,"HTS - Huntingdon,PA",HTS,Owner,2753,2753,2753,9042,364,,Huntingdon,PA,16652,7495 Huntingdon Plaza,,40.482282,-78.015708,,7/21/2017,,Retail,,
No,,"HTS - Lock Haven,PA",HTS,Owner,3739,3739,3739,9042,364,,Lock Haven,PA,17745,559 High Street,,41.129537,-77.466547,,3/16/2014,,Retail,,
No,7/16/2018,"HTS - Ebensburg,PA",HTS,Owner,3870,3870,3870,9042,364,,Ebensburg,PA,15931,926 W High Street,,40.482282,-78.733725,,,,Retail,,
No,,"HTS - St. Marys,PA",HTS,Owner,3974,3974,3974,9042,364,,St. Marys,PA,15857,1385 Bucktail Road,,41.43346,-78.517838,,8/3/2008,,Retail,,
No,,"HTS - Pleasantville,PA",HTS,Owner,4692,4692,4692,9042,364,,Pleasantville,PA,16341,123 East State Street,,41.591636,-79.580076,,,,Retail,,
No,7/16/2018,"HTS - Grove City,PA",HTS,Owner,5490,3074,5490,9042,364,,Grove City,PA,16127,27 Pine Grove Square,,41.166997,-80.113041,,5/17/2015,,Retail,,
No,,"HTS - Bedford,PA",HTS,Owner,5505,3094,5505,9042,364,,Bedford,PA,15522,9525 Lincoln Highway,,40.018858,-78.464962,,4/1/2001,,Retail,,
No,,"HTS - Burnham,PA",HTS,Owner,5620,3190,5620,9042,364,,Burnham,PA,17009,325 West Freedom Avenue,Suite #115,40.630446,-77.574996,,,,Retail,,
No,,"HTS - Fairmont,WV",HTS,Owner,5755,3283,5755,9040,363,,Fairmont,WV,26554,9803 Mall Loop Road,,39.425992,-80.186945,,7/19/2015,,Retail,,
No,,"HTS - Kittanning,PA",HTS,Owner,5807,3345,5807,9042,364,,Kittanning,PA,16201,19A Franklin Village Mall,,40.813619,-79.550109,,,,Retail,,
No,,"HTS - East Liverpool,OH",HTS,Owner,5832,3390,5832,9042,364,,East Liverpool,OH,43920,15891 State Route 170,Unit 101,40.673249,-80.584567,,9/20/2007,,Retail,,
No,7/16/2018,"HTS - ELLSWORTH,ME",HTS,Owner,3054,3054,3054,9042,373,,ELLSWORTH,ME,04605,65 DOWNEAST HWY SUITE 2,,44.530667,-68.400198,,4/9/2017,,Retail,,
No,,"HTS - NEWPORT,ME",HTS,Owner,3863,3863,3863,9042,390,,NEWPORT,ME,04953,90 MOOSEHEAD TRL,,44.840269,-69.282025,,10/18/2015,,Retail,,
No,,"HTS - FARMINGTON,ME",HTS,Owner,3364,3364,3364,9042,390,,FARMINGTON,ME,04938,632 WILTON RD,,44.627036,-70.155796,,7/31/2016,,Retail,,
No,,"HTS - DERBY,VT",HTS,Owner,3513,3513,3513,9042,390,,DERBY,VT,05829,PO BOX 725,Suite 126,44.952354,-72.140591,,9/30/2012,,Retail,,
No,7/16/2018,"HTS - BIDDEFORD,ME",HTS,Owner,3574,3574,3574,9042,373,,BIDDEFORD,ME,04005,420 ALFRED ST STE 178,,43.482643,-70.479652,,,,Retail,,
No,,"HTS - ST JOHNSBURY,VT",HTS,Owner,4694,4694,4694,9042,373,,ST JOHNSBURY,VT,05819,GREEN MOUNTAIN MALL,Suite 2,44.460258,-72.013721,,3/24/2013,,Retail,,
No,,"HTS - Fort Kent,ME",HTS,Owner,5585,3174,5585,9042,390,,Fort Kent,ME,04743,204 W Main Street,,47.249414,-68.598927,,8/30/2009,,Retail,,
No,,"HTS - Littleton,NH",HTS,Owner,5896,3523,5896,9042,390,,Littleton,NH,03561,831 Meadow St.,,44.299966,-71.804396,,3/3/2013,,Retail,,
No,,"HTS - Gorham,NH",HTS,Owner,5939,3593,5939,9042,373,,Gorham,NH,03581,161 Main Street,,44.389804,-71.182057,,9/1/2013,,Retail,,
No,,"HTS - Caribou,ME",HTS,Owner,3427,3427,3427,9042,390,,Caribou,ME,04736,57 Sweden Street,,46.860534,-68.014756,,,,Retail,,
