Inactive,Close Date,Location Desc,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
No,5/6/2017,"HTS - Minden,LA",HTS,,6108,3689,6108,9029,209,,Minden,LA,71055,444 Highway 531,,37.69959,-93.250505,,,,Retail,,
No,7/29/2017,"HTS - Chiefland,FL",HTS,,6135,3696,6135,9040,375,,Chiefland,FL,32626,2202 N Young Boulevard,Unit 150,37.69959,-82.872258,,,,Retail,,
No,7/18/2017,"HTS - Fairmont,MN",HTS,,6150,3703,6150,9052,120,,Fairmont,MN,56031,450 South State Street,,37.69959,-94.449207,,,,Retail,,
No,1/20/2018,"HTS - Canandaigua,NY",HTS,Owner,6155,6155,6155,9042,362,,Canandaigua,NY,14424,4406 State Route 5 and 20,,42.877899,-77.248918,,,,Retail,,
No,7/29/2017,"HTS - Martinsburg,WV",HTS,,6169,6169,6169,9042,365,,Martinsburg,WV,25405,36 Variform Drive,,37.69959,-77.959544,,,,Retail,,
No,7/31/2016,"HTS - Auburn,ME",HTS,,6207,6207,6207,9042,373,,Auburn,,,,,,,,,,Retail,,
No,9/20/2016,"HTS - Fuquay-Varina,NC",HTS,,6224,3715,6224,9040,394,,Fuquay-Varina,NC,27526,740 N. Main Street,,37.69959,-78.789328,,,,Retail,,
No,6/17/2015,"HTS - Pryor, OK",HTS,,6240,6240,6240,,,,Pryor,,,,,37.69959,,,,,Retail,,
No,10/28/2017,"HTS - Fayette,AL",HTS,Transition,6267,3724,6267,9040,384,,Fayette,AL,35555,216 2nd Street NE,,33.686584,-87.829619,,1/1/2017,,Retail,,
No,1/28/2017,"HTS - Cleveland,TN",HTS,,6278,6278,6278,9039,212,,Cleveland,TN,37312,200 Paul Huff Parkway,Space 504,37.69959,-84.845692,,,,Retail,,
No,7/29/2017,"HTS - LaFollette,TN",HTS,,6288,3735,6288,9040,129,,LaFollette,TN,37766,2221 Jacksboro Pike,,37.69959,-84.158879,,,,Retail,,
No,7/29/2017,"HTS - Covington,LA",HTS,,6310,6310,6310,9040,211,,Covington,LA,70433,1200 Business Highway 190,Suite 2,37.69959,-90.085882,,,,Retail,,
No,1/9/2018,"HTS - East Aurora,NY",HTS,Owner,6463,6463,6463,9042,362,,East Aurora,NY,14052,42 Riley Street,Suite 200,42.769091,-78.611051,,,,Retail,,
No,1/28/2017,"HTS - Jackson,KY",HTS,,6603,3829,6603,9040,129,,Jackson,KY,41339,850 Highway 15 South,,37.69959,-83.36659,,,,Retail,,
No,7/29/2017,"HTS - Bellingham,WA",HTS,,6606,6606,6606,9037,110,,Bellingham,WA,98225,3548 Meridian Street,Suite 101,37.69959,-122.485077,,,,Retail,,
No,7/29/2017,"HAS - Overland Park,KS",HAS,,6901,6901,6901,9080R,229,,Overland Park,KS,66223,6635 West 135th,,37.69959,-94.661905,,,,Retail,,
No,7/29/2017,"HTS - Crystal City,MO",HTS,,6908,6908,6908,9039,207,,Crystal City,MO,63019,155 Twin City Mall,,37.69959,-90.388409,,,,Retail,,
No,1/28/2017,"AHS - Indianapolis,IN",AHS,,7053,5031,7053,9041,306,,Indianapolis,IN,46237,5425 East Thompson Road,,37.69959,-86.074843,,,,Retail,,
No,7/5/2017,"HTS - Cape Coral,FL",HTS,,7070,7070,7070,9040,372,,Cape Coral,FL,33914,2708 Santa Barbara Boulevard,,37.69959,-81.974868,,,,Retail,,
No,1/28/2017,"AHS - Valparaiso,IN",AHS,,7072,5041,7072,9041,302,,Valparaiso,IN,46383,1270 Strongbow,,37.69959,-87.034936,,,,Retail,,
No,1/31/2018,"AHS - Downers Grove,IL",AHS,Company,7073,5050,7073,9041,302,,Downers Grove,IL,60515,925 Ogden Avenue,,41.80847,-88.008728,,1/31/2016,,Retail,,
No,1/28/2017,"HTS - Ephrata,WA",HTS,,7095,5693,7095,9037,110,,Ephrata,WA,98823,1206 Basin Street SW,,37.69959,-119.55843,,,,Retail,,
No,1/28/2017,"HTS - Oshkosh,WI",HTS,,7163,7163,7163,9042,121,,Oshkosh,WI,54904,2081 Witzel Avenue,,37.69959,-88.586746,,,,Retail,,
No,1/28/2017,"HAS - TURNERSVILLE,NJ",HAS,,7172,7172,7172,9080R,370,,TURNERSVILLE,NJ,08012,5851 NJ RTE 42 SOUTH,,37.69959,-75.051117,,,,Retail,,
No,7/5/2017,"HTS - Ephraim,UT",HTS,,7173,7173,7173,9037,108,,Ephraim,UT,84627,360 N Main Street,,37.69959,-111.586214,,,,Retail,,
No,1/28/2017,"HTS - Shawano,WI",HTS,,7203,3189,7203,9052,119,,Shawano,WI,54166,822 E Green Bay Street,,37.69959,-88.598376,,,,Retail,,
No,1/28/2017,"HTS - Rochester,IN",HTS,,7211,3320,7211,9052,124,,Rochester,IN,46975,221 Apache Drive,,37.69959,-86.220668,,,,Retail,,
No,6/30/2017,"HTS - Casa Grande,AZ",HTS,,7224,3823,7224,9029,109,,Casa Grande,AZ,85122,1355 E Florence Boulevard,,37.69959,-111.728548,,,,Retail,,
No,6/30/2017,"HTS - Pell City,AL",HTS,,7363,7220,7363,9040,384,,Pell City,AL,35128,803 Martin St S,,37.69959,-86.277779,,,,Retail,,
No,1/28/2017,"HTS - COMSTOCK PARK,MI",HTS,,7370,7370,7370,9052,123,,COMSTOCK PARK,MI,49321,4255 ALPINE AVE,,37.69959,-85.690239,,,,Retail,,
No,7/29/2017,"HTS - STORM LAKE,IA",HTS,,7371,7371,7371,9052,120,,STORM LAKE,IA,50588,701 SENECA STREET,,37.69959,-95.196263,,,,Retail,,
No,1/28/2017,"HAS - Superior,CO",HAS,,7497,7497,7497,9080R,229,,Superior,CO,80027,300 Center Drive,,37.69959,-105.16851,,,,Retail,,
No,1/28/2017,"HAS - Southfield,MI",HAS,,7521,7521,7521,9080R,250,,Southfield,MI,48076,29952 Southfield Road,,37.69959,-83.221959,,,,Retail,,
No,7/29/2017,"HTS - GLOUCESTER,MA",HTS,,7545,7545,7545,9042,390,,GLOUCESTER,MA,01930,146 EASTERN AVE,,37.69959,-70.639327,,,,Retail,,
No,7/29/2017,"HTS - Benton Harbor,MI",HTS,,7550,7550,7550,9052,123,,Benton Harbor,MI,49022,1800 Pipestone Road,,37.69959,-86.42203,,,,Retail,,
No,12/31/2016,"HAS - Coconut Creek,FL",HAS,,7557,7557,7557,9080R,222,,Coconut Creek,FL,33073,4690 North State Road 7,,37.69959,-80.20003,,,,Retail,,
No,1/28/2017,"HTS - WILLISTON,VT",HTS,,7573,7573,7573,9042,390,,WILLISTON,VT,05495,48 INDUSTRIAL AVE,,,,,,,Retail,,
No,1/28/2017,"HTS - Cameron Park,CA",HTS,,7609,7609,7609,9037,217,,Cameron Park,CA,95682,3000 Green Valley,,,,,,,Retail,,
No,1/28/2017,"HAS - West Chester,OH",HAS,,7617,7617,7617,9080R,290,,West Chester,OH,45069,7554 Voice of America Centre Drive,,,,,,,Retail,,
No,5/27/2017,"HTS - Alamogordo,NM",HTS,,7667,7667,7667,9029,397,,Alamogordo,NM,88310,3199 N White Sands Boulevard,Suite A-3,,,,,,Retail,,
No,1/31/2017,"HAS - Dallas,TX",HAS,,7686,7686,7686,9080R,205,,Dallas,TX,75231,6186 Retail Road,,,,,,,Retail,,
No,1/31/2018,"HTS - Pineville,LA",HTS,Owner,7732,7732,7732,9029,210,,Pineville,LA,71360,3115 Highway 28 East,,31.334032,-92.397717,,11/2/2016,,Retail,,
No,12/31/2016,"HTS - Edmond,OK",HTS,,7807,7807,7807,9039,377,,Edmond,OK,73013,3409 S Broadway,Suite 100,,,,,,Retail,,
No,3/27/2017,"HTS - Gap,PA",HTS,,7813,7813,7813,9042,363,,Gap,PA,17527,5360 Lincoln Highway,,,,,,,Retail,,
No,6/30/2017,"HTS - Columbia,TN",HTS,,7815,7815,7815,9039,212,,Columbia,TN,38401,1202 S James M Campbell Boulevard,Suite 5,,,,,,Retail,,
No,1/28/2017,"HAS - South Elgin,IL",HAS,,7860,7860,7860,9080R,290,,South Elgin,IL,60177,203 Randall Road,,,,,,,Retail,,
No,7/29/2017,"HTS - Concordia,KS",HTS,,7921,7921,7921,9039,201,,Concordia,KS,66901,238 W 6th Street,,,,,,,Retail,,
No,8/7/2017,"HTS - Dickinson,ND",HTS,,8022,3910,8022,9037,218,,Dickinson,ND,58601,1173 3rd Avenue West,Suite 39,,,,,,Retail,,
No,3/31/2017,"HTS - Jackson,WY",HTS,,8025,3911,8025,9037,108,,Jackson,WY,83001,980 W. Broadway,Suite A,,,,,,Retail,,
No,1/28/2017,"HTS - Thomson,GA",HTS,,8146,3971,8146,9040,395,,Thomson,GA,30824,663 Main Street,,,,,,,Retail,,
No,11/4/2016,"AHS - Avon,IN",AHS,,8794,5002,8794,9041,306,,Avon,IN,46123,10400 E US Highway 36,Suite 600,,,,,,Retail,,
No,10/14/2016,"AHS - Pasadena,TX",AHS,,8925,5067,8925,9041,311,,Pasadena,TX,77505,6793 Spencer Highway,,,,,,,Retail,,
No,2/26/2017,"HAS - Cumming,GA",HAS,,9077,3015,9077,9080R,222,,Cumming,GA,30041,2569 Peachtree Parkway,Suite 270,,,,,,Retail,,
No,8/25/2017,"HAS - Carrollton,TX",HAS,,9201,9201,9201,9080R,205,,Carrollton,,,,,,,,,,Retail,,
No,7/29/2017,"HTS - Overland,MO",HTS,,9270,9270,9270,9039,216,,Overland,MO,63114,9034 Overland Plaza,,,,,,,Retail,,
No,10/17/2016,"HAS - Rancho Santa Margarita,CA",HAS,,9295,9295,9295,9080R,392,,Rancho Santa Margarita,CA,92688,30485 Avenida de Las Flores,,,,,,,Retail,,
No,7/29/2017,"HAS - San Dimas,CA",HAS,,9299,9299,9299,9080R,392,,San Dimas,CA,91773,726 W Arrow Highway,,,,,,,Retail,,
No,1/13/2017,"AHS - Holland,MI",AHS,,9522,9522,9522,9041,302,,Holland,,,,,,,,,,Retail,,
No,1/28/2017,"HAS - BRICK,NJ",HAS,,9666,9666,9666,9080R,370,,BRICK,NJ,08723,511 RT 70 EAST #300,#300,,,,,,Retail,,
No,9/25/2016,"HAS - CLIFTON,NJ",HAS,,9668,9668,9668,9080R,260,,CLIFTON,NJ,07012,780 RT 3 WEST,,,,,,,Retail,,
No,1/28/2017,"HTS - WHITINSVILLE,MA",HTS,,9698,9698,9698,9042,382,,WHITINSVILLE,MA,01588,1167 PROVIDENCE RD UNIT 4,,,,,,,Retail,,
No,1/28/2017,"HAS - Westlake,OH",HAS,,9906,9906,9906,9080R,250,,Westlake,OH,44145,30219 Detroit Road,,,,,,,Retail,,
No,7/29/2017,"HAS - Plano,TX",HAS,,9935,9935,9935,9080R,205,,Plano,TX,75093,1601 Preston Road,Suite L,,,,,,Retail,,
No,12/31/2016,"HAS - Owasso,OK",HAS,,9936,9936,9936,9080R,229,,Owasso,OK,74055,9002 N 121st East Avenue,#600,,,,,,Retail,,
No,12/9/2017,"HAS - Vallejo,CA",HAS,Company,9937,9937,9937,9080R,392,,Vallejo,CA,94591,914 Admiral Callaghan Lane,,38.132275,-122.221672,,12/13/2015,,Retail,,
No,12/1/2016,"HTS - Excelsior Springs,MO",HTS,,9941,9941,9941,9029,219,,Excelsior Springs,,,,,,,,,,Retail,,
No,7/29/2017,"HAS - Bothell,WA",HAS,,9958,9958,9958,9080R,392,,Bothell,WA,98021,21129 Bothell-Everett Highway,Suite 104,,,,,,Retail,,
No,,Hardware - Hoffman Estates,AHS,Company,5333,5333,5333,9041,302,,,,,,,,,,,,Retail,,
No,,"AHS - Portage,IN",AHS,Company,5157,5157,5157,9041,302,,Portage,IN,46368,6169 US Route 6,,41.54799,-87.176336,,1/31/2016,,Retail,,
No,,"AHS - Germantown,WI",AHS,Company,5471,5471,5471,9041,302,,Germantown,WI,53022,N 96 W 18650 County Line Road,,43.193499,-88.140778,,1/31/2016,,Retail,,
No,,"AHS - Ponderay,ID",AHS,Franchise,9296,9296,9296,9041,302,,Ponderay,ID,83852,300 Bonner Mall Way,Suite 102-105,48.301967,-116.541909,,,,Retail,,
No,,"AHS - Big Rapids,MI",AHS,Franchise,5053,5053,5053,9041,302,,Big Rapids,MI,49307,14305 Northland Drive,,43.67384,-85.48496,,,,Retail,,
No,,"AHS - Batavia,IL",AHS,Franchise,5472,5472,5472,9041,302,,Batavia,IL,60510,3 N Randall Road,,41.850239,-88.342533,,4/2/2011,,Retail,,
No,,"AHS - Logan,UT",AHS,Franchise,5578,5578,5578,9041,302,,Logan,UT,84321,115 E 400 N,,41.74055,-111.831724,,,,Retail,,
No,,"AHS - Bad Axe,MI",AHS,Franchise,5592,5592,5592,9041,302,,Bad Axe,MI,48413,850 N Van Dyke,,43.81627,-82.998195,,9/1/2013,,Retail,,
No,,"AHS - Sheboygan,WI",AHS,Franchise,5593,5593,5593,9041,302,,Sheboygan,WI,53081,2836 S. Business Drive,,43.724077,-87.735622,,,,Retail,,
No,,"AHS - Bolingbrook,IL",AHS,Franchise,5702,5702,5702,9041,302,,Bolingbrook,IL,60440,200 N Weber Road,,41.70083,-88.12381,,3/31/2013,,Retail,,
No,,"AHS - Katy,TX",AHS,Franchise,5246,5246,5246,9041,311,,Katy,TX,77450,649 S Mason Road,,29.773096,-95.751294,,11/1/2010,,Retail,,
No,,"AHS - Huntsville,TX",AHS,Franchise,5688,5688,5688,9041,311,,Huntsville,TX,77340,291 Interstate 45,,30.71513,-95.567647,,,,Retail,,
No,,"AHS - Easton,PA",AHS,Company,5083,5083,5083,9041,321,,Easton,PA,18045,3762 Easton-Nazareth Highway,,40.711513,-75.281705,,12/18/2014,,Retail,,
No,,"AHS - Norristown,PA",AHS,Company,5223,5223,5223,9041,321,,Norristown,PA,19401,2811 Dekalb Pike,,40.14144,-75.314794,,4/29/2012,,Retail,,
No,,"AHS - GLASSBORO,NJ",AHS,Company,5243,5243,5243,9041,321,,GLASSBORO,NJ,08028,616 N DELSEA DR (RT 47),,39.716425,-75.110662,,3/4/2012,,Retail,,
No,8/17/2018,"AHS - Huntingdon Valley,PA",AHS,Company,5293,5293,5293,9041,321,,Huntingdon Valley,PA,19006,2170 County Line Road,,40.170737,-75.073514,,3/4/2012,,Retail,,
No,,"AHS - Columbus,OH",AHS,Company,5301,5301,5301,9041,321,,Columbus,OH,43220,1800 W Henderson Road,,40.056283,-83.06735,,3/6/2016,,Retail,,
No,,"AHS - Parma,OH",AHS,Company,5871,5871,5871,9041,321,,Parma,OH,44134,7490 Broadview Road,,41.362402,-81.685552,,1/24/2016,,Retail,,
No,,"AHS - HOWELL,NJ",AHS,Company,5874,5874,5874,9041,321,,HOWELL,NJ,07731,4010 ROUTE 9 S,,40.153625,-74.229786,,6/3/2012,,Retail,,
No,,"AHS - MIDLAND PARK,NJ",AHS,Company,5902,5902,5902,9041,321,,MIDLAND PARK,NJ,07432,80 GODWIN AVE,,40.985509,-74.137577,,6/3/2012,,Retail,,
No,2/28/2018,"HAS - McKinney,TX",HAS,Company,1937,1937,1937,080R,205,,McKinney,TX,75070,1925 Central Expressway,Bldg. G,33.218446,-96.637045,,12/4/2016,,Retail,,
No,,"HAS - Houston,TX",HAS,Franchise,1808,1808,1808,9080,205,,Houston,TX,77084,1150 N Fry Road,,29.78603,-95.717345,,,,Retail,,
No,,"HAS - Tomball,TX",HAS,Franchise,1809,1809,1809,9080,205,,Tomball,TX,77377,14099 FM 2920,,30.088989,-95.63515,,1/27/2010,,Retail,,
No,,"HAS - League City,TX",HAS,Franchise,1857,1857,1857,9080,205,,League City,TX,77573,2805 Gulf Freeway South,,29.469422,-95.094691,,1/27/2010,,Retail,,
No,,"HAS - Houston,TX",HAS,Franchise,1859,1859,1859,9080,205,,Houston,TX,77049,15242 Wallisville Road,,29.806865,-95.167899,,11/20/2009,,Retail,,
No,,"HAS - Pearland,TX",HAS,Franchise,1938,1938,1938,9080,205,,Pearland,TX,77584,10904 Memorial Hermann Drive,,29.559116,-95.388772,,11/20/2009,,Retail,,
No,,"HAS - Pasadena,TX",HAS,Franchise,1965,1965,1965,9080,205,,Pasadena,TX,77505,5932 Fairmont Parkway,,29.647521,-95.150207,,11/20/2009,,Retail,,
No,,"HAS - Spring,TX",HAS,Franchise,6942,6942,6942,9080,205,,Spring,TX,77386,26914 Interstate 45 North,,30.156108,-95.448089,,,,Retail,,
No,,"HAS - SUGAR LAND,TX",HAS,Franchise,7178,7178,7178,9080,205,,SUGAR LAND,TX,77478,15850 SOUTHWEST FREEWAY,,29.600974,-95.6223,,,,Retail,,
No,,"HAS - CYPRESS,TX",HAS,Franchise,7379,7379,7379,9080,205,,CYPRESS,TX,77429,25704 North West Fwy Ste A,,29.969989,-95.690725,,11/20/2009,,Retail,,
No,,"HAS - CONROE,TX",HAS,Franchise,7391,7391,7391,9080,205,,CONROE,TX,77304,1302 W DAVIS STREET STE G,,30.316254,-95.473325,,4/20/2007,,Retail,,
No,,"HAS - Humble,TX",HAS,Franchise,7403,7389,7403,9080,205,,Humble,TX,77346,5737 FM 1960 East,,29.999157,-95.185451,,1/27/2010,,Retail,,
No,,"HAS - Houston,TX",HAS,Franchise,9099,9099,9099,9080,205,,Houston,TX,77027,3277 Southwest Freeway,,29.728649,-95.431798,,,,Retail,,
No,,"HAS - Goodyear,AZ",HAS,Franchise,1829,1829,1829,9080,205,,Goodyear,AZ,85338,13277 W McDowell Road,,33.461772,-112.344278,,6/6/2010,,Retail,,
No,,"HAS - Tucson,AZ",HAS,Franchise,1848,1848,1848,9080,205,,Tucson,AZ,85741,3951 Costco Drive,,32.330698,-111.048502,,5/1/2011,,Retail,,
No,,"HAS - Scottsdale,AZ",HAS,Franchise,4778,4778,4778,9080,205,,Scottsdale,AZ,85260,8684 E Raintree Drive,,33.619889,-111.894999,,,,Retail,,
No,,"HAS - Surprise,AZ",HAS,Franchise,6997,6997,6997,9080,205,,Surprise,AZ,85374,13980 W Bell Road,Suites 10-14,33.640271,-112.361198,,,,Retail,,
No,,Showrooms Region Showrooms - 9080,HAS,Franchise,9080,3008,9080,9080,205,,Chandler,AZ,85286,2100 S Gilbert Road,,33.275553,-111.789762,,6/11/2010,,Retail,,
No,7/16/2018,"HAS - Forestville,MD",HAS,Company,4973,4973,4973,080R,222,,Forestville,MD,20747,3235 Donnell Drive,,38.846841,-76.885095,,,,Retail,,
No,,"HAS - Cranberry Township,PA",HAS,Company,6016,6016,6016,9080,222,,Cranberry Township,PA,16066,2045 Mackenzie Way,Suite 400,40.687026,-80.089487,,,,Retail,,
No,,"HAS - Streetsboro,OH",HAS,Company,6076,6076,6076,9080,222,,Streetsboro,OH,44241,1276 State Route 303,,41.237462,-81.348075,,,,Retail,,
No,,"HAS - Monroeville,PA",HAS,Company,7015,7015,7015,9080,222,,Monroeville,PA,15146,3838 William Penn Highway,,40.436498,-79.781542,,,,Retail,,
No,,"HAS - SPRINGFIELD,PA",HAS,Company,7190,7190,7190,9080,222,,SPRINGFIELD,PA,19064,1180-1182 BALTIMORE PIKE,,39.914313,-75.348133,,10/21/2012,,Retail,,
No,,"HAS - Snellville,GA",HAS,Franchise,9073,3005,9073,9080,222,,Snellville,GA,30078,1905 Scenic Highway,,33.878538,-84.013286,,5/5/2013,,Retail,,
No,,"HAS - Cumming,GA",HAS,Franchise,9227,3004,9227,9080,222,,Cumming,GA,30041,1674 Marketplace Boulevard,,34.188259,-84.13087,,5/5/2013,,Retail,,
No,,"HAS - McDonough,GA",HAS,Franchise,9504,3116,9504,9080,222,,McDonough,GA,30253,1563 Highway 20 W,,33.420225,-84.188462,,5/5/2013,,Retail,,
No,,"HAS - Knightdale,NC",HAS,Franchise,2004,2004,2004,9080,222,,Knightdale,NC,27545,2001 Widewaters Parkway,,35.795244,-78.503368,,7/31/2011,,Retail,,
No,,"HAS - Apex,NC",HAS,Franchise,4216,4216,4216,9080,222,,Apex,NC,27502,2016 Creekside Landing Drive,,35.745889,-78.884605,,,,Retail,,
No,,"HAS - Oswego,IL",HAS,Company,1860,1860,1860,9080,392,,Oswego,IL,60543,1758 Douglas Road,,41.696701,-88.313229,,4/5/2015,,Retail,,
No,8/17/2018,"HAS - Irvine,CA",HAS,Company,4652,4652,4652,9080,392,,Irvine,CA,92602,13276 Jamboree Road,,33.726898,-117.786889,,4/30/2017,,Retail,,
No,,"HAS - Covington,WA",HAS,Company,7180,7180,7180,9080,392,,Covington,WA,98042,27116 167th Place SE,,47.358649,-122.117345,,4/30/2017,,Retail,,
No,,"HAS - Las Vegas,NV",HAS,Franchise,7681,7681,7681,9080,392,,Las Vegas,NV,89149,7930 West Tropical Parkway,Suite 150,36.271169,-115.267759,,11/17/2013,,Retail,,
No,,"HAS - Huntington Beach,CA",HAS,Company,7773,7773,7773,9080,392,,Huntington Beach,CA,92646,10072 Adams Avenue,,33.671047,-117.952279,,4/30/2017,,Retail,,
No,,"HAS - Alhambra,CA",HAS,Franchise,9286,9286,9286,9080,392,,Alhambra,CA,91803,2115A Commonwealth Avenue,,34.089736,-118.147087,,10/1/2011,,Retail,,
No,,"HAS - Arvada,CO",HAS,Franchise,4081,4081,4081,9080,392,,Arvada,CO,80003,7705 Wadsworth Boulevard,#A-1,39.835807,-105.083729,,9/21/2014,,Retail,,
No,,"HAS - Kailua Kona,HI",HAS,Owner,9248,9248,9248,9098,386,,Kailua Kona,HI,96740,74-5583 Luhia Street,Bay B7| Hale Hana Center,19.647692,-156.001172,,3/11/2013,,Retail,,
No,,"HTS - GUAYNABO,PR",HTS,,7472,7472,7472,9032,830,,GUAYNABO,PR,956,CARR 169 KM6.7 BO CAMARON,,37.69959,0,,,,Retail,,
No,6/10/2017,"HAS - Cayey,PR",HAS,,9747,9747,9747,9098,399,,Cayey,PR,736,8000 Jesus T Pinero Ave,Space 5 and 6 Plaza Cayey,,,,,,Retail,,
No,,"HAS - TOA BAJA,PR",HAS,Owner,2707,2707,2707,9098,399,,TOA BAJA,PR,949,CARRETERA NO 2,,0,0,,,,Retail,,
No,,"HAS - BARRANQUITAS,PR",HAS,Owner,3714,3714,3714,9098,399,,BARRANQUITAS,PR,794,RR 152,,18.204168,-66.295819,,,,Retail,,
No,,"HAS - MANATI,PR",HAS,Owner,7765,7765,7765,9098,399,,MANATI,PR,674,ROAD #2 INT ROAD 149,,18.431502,-66.484398,,,,Retail,,
No,,"HAS - ISABELA,PR",HAS,Owner,3224,3224,3224,9098,399,,ISABELA,PR,662,CARRETERA #2 KM. 110.3,,0,0,,11/2/2014,,Retail,,
No,,"HTS - SAN SEBASTIAN,PR",HTS,Owner,3299,3299,3299,9098,399,,SAN SEBASTIAN,PR,685,4598 AVE ARCADIO ESTRADA,Suite 1,0,0,,,,Retail,,
No,,"HAS - Aguadilla,PR",HAS,Owner,6546,3786,6546,9098,399,,Aguadilla,PR,603,Km 125.1 Int Road #459,,18.448345,-67.149437,,8/27/2006,,Retail,,
No,,"HAS - BAYAMON,PR",HAS,Owner,7735,7735,7735,9098,399,,BAYAMON,PR,958,CARR 167 ESQUINA 10,,18.37003,-66.159597,,7/16/2014,,Retail,,
No,,"HAS - HUMACAO,PR",HAS,Owner,9976,9976,9976,9098,399,,HUMACAO,PR,791,475 CARR #3 SUITE 6,,0,0,,,,Retail,,
No,,"HAS - Pottstown,PA",HAS,Company,4651,4651,4651,9080,222,,Pottstown,PA,19464,223 Shoemaker Road,Suite #105,40.252607,-75.662421,,1/3/2016,,Retail,,
No,,"HTS - Eagle Pass,TX",HTS,Owner,3338,3338,3338,9029,115,,Eagle Pass,TX,78852,410 S Texas Drive,,28.704214,-100.481024,,8/2/2009,,Retail,,
No,,"HTS - Del Rio,TX",HTS,Owner,5841,3406,5841,9029,115,,Del Rio,TX,78840,2400 Veterans Boulevard,,29.392725,-100.906304,,11/20/2012,,Retail,,
No,,"HTS - El Campo,GA",HTS,Owner,3014,3014,3014,9029,115,,El Campo,TX,77437,817 West Loop,,29.190945,-96.290718,,,,Retail,,
No,,"HTS - Bay City,TX",HTS,Owner,3468,3468,3468,9029,115,,Bay City,TX,77414,3120 Avenue F,,28.972107,-95.970054,,,,Retail,,
No,,"HTS - Beeville,TX",HTS,Owner,3496,3496,3496,9029,115,,Beeville,TX,78102,2001 North St Mary's Street,,28.38584,-97.739063,,12/13/2009,,Retail,,
No,,"HTS - Uvalde,TX",HTS,Owner,3536,3536,3536,9029,115,,Uvalde,TX,78801,2344 East Main,,29.222678,-99.763982,,9/30/2001,,Retail,,
No,,"HTS - Pleasanton,TX",HTS,Owner,3756,3756,3756,9029,115,,Pleasanton,TX,78064,118 S Main Street,,28.958292,-98.484399,,4/1/2001,,Retail,,
No,,"HTS - Rockport,TX",HTS,Owner,3827,3827,3827,9029,115,,Rockport,TX,78358,3308 Highway 35 North,,28.063446,-97.040923,,6/29/2014,,Retail,,
No,,"HTS - Boerne,TX",HTS,Owner,3961,3961,3961,9029,115,,Boerne,TX,78006,1514 S Main,,29.771982,-98.721097,,,,Retail,,
No,,"HTS - Floresville,TX",HTS,Owner,4798,4798,4798,9029,115,,Floresville,TX,78114,2301 10th Street,,29.129637,-98.142097,,,,Retail,,
No,,"HTS - Alice,TX",HTS,Owner,6286,3728,6286,9029,115,,Alice,TX,78332,811 E Main Street,,27.750564,-98.068273,,7/24/2016,,Retail,,
No,,"HTS - Kingsville,TX",HTS,Owner,5802,3337,5802,9029,115,,Kingsville,TX,78363,1601 S Highway 77,Suite E,27.500904,-97.843653,,9/1/2013,,Retail,,
No,,"HTS - Kerrville,TX",HTS,Owner,5818,3358,5818,9029,115,,Kerrville,TX,78028,345 Junction Highway,,30.05438,-99.153455,,7/3/2005,,Retail,,
No,7/16/2018,"HTS - Lees Summit,MO",HTS,Company,7940,7940,7940,9029,201,,Lees Summit,MO,64081,232 NW Oldham Parkway,,38.917863,-94.402487,,,,Retail,,
No,,"HTS - Great Bend,KS",HTS,Owner,3330,3330,3330,9029,201,,Great Bend,KS,67530,2515 10th Street,,38.36098,-98.772691,,4/6/2008,,Retail,,
No,,"HTS - Hays,KS",HTS,Owner,5741,3267,5741,9029,201,,Hays,KS,67601,2706 Vine Street,,38.887224,-99.316125,,1/30/2014,,Retail,,
No,,"HTS - Newton,KS",HTS,Owner,5812,3351,5812,9029,201,,Newton,KS,67114,505 N Poplar,,38.047928,-97.347451,,11/13/2001,,Retail,,
No,,"HTS - Manhattan,KS",HTS,Owner,4653,4653,4653,9029,201,,Manhattan,KS,66502,8055 East 24 Highway,Suite B,39.195231,-96.528794,,,,Retail,,
No,,"HTS - Ottawa,KS",HTS,Owner,5706,3218,5706,9029,201,,Ottawa,KS,66067,220 S Main Street,,38.61496,-95.269009,,8/28/2011,,Retail,,
No,,"HTS - Wichita,KS",HTS,Owner,2899,2899,2899,9029,201,,Wichita,KS,67209,4600 W Kellogg Drive,Suite E103,37.677814,-97.398623,,,,Retail,,
No,,"HTS - Junction City,KS",HTS,Owner,3326,3326,3326,9029,201,,Junction City,KS,66441,101 N Washington Street,,39.023256,-96.829084,,7/15/2007,,Retail,,
No,,"HTS - Chanute,KS",HTS,Owner,3581,3581,3581,9029,201,,Chanute,KS,66720,102 East Main Street,,37.682066,-95.451585,,7/28/2002,,Retail,,
No,,"HTS - Pratt,KS",HTS,Owner,3732,3732,3732,9029,201,,Pratt,KS,67124,300 South Main,,37.643708,-98.739124,,7/4/2004,,Retail,,
No,,"HTS - Dodge City,KS",HTS,Owner,5733,3257,5733,9029,201,,Dodge City,KS,67801,2601 Central,,37.777476,-100.017706,,6/16/2013,,Retail,,
No,,"HTS - Atchison,KS",HTS,Owner,5938,3592,5938,9029,201,,Atchison,KS,66002,101 N Fourth Street,,39.562015,-95.118138,,,,Retail,,
