Location Store,Location,Format,Ownership Type,Name (no hierarchy),POS Number,EIS Number,Region,District,District Manager Name,City,State/Province,Zip,Address 1,Address 2,Latitude,Longitude,Open Date,Change of Owner / Takeover Date,Franchisee / Dealer,Location Type,Issue Date,Expiration Date
"Flora, IL (5905)","Flora, IL",HTS,Owner,5905,3541,5905,9042,207,,Flora,IL,62839,501 West North Avenue,,38.667589,-88.491765,,8/4/2013,,Retail,,
"Waterloo, IL (6583)","Waterloo, IL",HTS,Owner,6583,3820,6583,9042,216,,Waterloo,IL,62298,1349 Jamie Lane,,38.367795,-90.159021,,9/2/2007,,Retail,,
"Olney, IL (6763)","Olney, IL",HTS,Owner,6763,3881,6763,9042,124,,Olney,IL,62450,712 S. West St.,,38.723772,-88.093273,,10/3/2004,,Retail,,
"Centralia, IL (5773)","Centralia, IL",HTS,Owner,5773,3302,5773,9042,207,,Centralia,IL,62801,1037 W Broadway,,38.528135,-89.148719,,4/2/2017,,Retail,,
"Litchfield, IL (7284)","Litchfield, IL",HTS,Owner,7284,3970,7284,9042,216,,Litchfield,IL,62056,19 Litchfield Plaza,,39.181736,-89.669151,,11/3/2016,,Retail,,
"Vandalia, IL (7960)","Vandalia, IL",HTS,Owner,7960,7960,7960,9042,207,,Vandalia,IL,62471,1611 Veterans Avenue,Suite S,38.977829,-89.112284,,5/22/2016,,Retail,,
"Mattoon, IL (1320)","Mattoon, IL",HTS,Owner,1320,1320,1320,9042,207,,Mattoon,IL,61938,1601 Broadway,,39.482361,-88.374038,,1/26/2017,,Retail,,
"Connersville, IN (3112)","Connersville, IN",HTS,Owner,3112,3112,3112,9042,381,,Connersville,IN,47331,105 West 24th Street,,39.663946,-85.129614,,3/1/2015,,Retail,,
"Crawfordsville, IN (3612)","Crawfordsville, IN",HTS,Owner,3612,3612,3612,9042,124,,Crawfordsville,IN,47933,1812 US 231 South,,40.014867,-86.903139,,5/18/2014,,Retail,,
"Robinson, IL (3921)","Robinson, IL",HTS,Owner,3921,3921,3921,9042,124,,Robinson,IL,62454,2092 E Main Street,,39.005516,-87.724186,,10/6/2013,,Retail,,
"Jasper, IN (5407)","Jasper, IN",HTS,Owner,5407,3021,5407,9042,124,,Jasper,IN,47546,220 Baden Strasse,,38.427117,-86.938692,,,,Retail,,
"Effingham, IL (5408)","Effingham, IL",HTS,Owner,5408,3022,5408,9042,207,,Effingham,IL,62401,1306 Thelma Keller Avenue,,39.140961,-88.565127,,,,Retail,,
"Princeton, IN (5469)","Princeton, IN",HTS,Owner,5469,3056,5469,9042,124,,Princeton,IN,47670,1607 W Broadway,,38.353487,-87.586367,,1/6/2008,,Retail,,
"Corydon, IN (5520)","Corydon, IN",HTS,Owner,5520,3120,5520,9042,124,,Corydon,IN,47112,1480 N Old Highway 135,,38.222989,-86.127899,,10/18/2005,,Retail,,
"Bedford, IN (6614)","Bedford, IN",HTS,Owner,6614,3834,6614,9042,124,,Bedford,IN,47421,2943 John Williams Boulevard,,38.868679,-86.510187,,1/29/2012,,Retail,,
"GREENFIELD, IN (7433)","GREENFIELD, IN",HTS,Owner,7433,7433,7433,9042,124,,GREENFIELD,IN,46140,1244 W MAIN STREET,,39.785279,-85.787359,,3/26/2013,,Retail,,
"Bradford, PA (3473)","Bradford, PA",HTS,Owner,3473,3473,3473,9042,362,,Bradford,PA,16701,560 Chestnut Street Ext,Suite 5,41.946748,-78.648853,,1/13/2013,,Retail,,
"Fredonia, NY (3603)","Fredonia, NY",HTS,Owner,3603,3603,3603,9042,362,,Fredonia,NY,14063,3725 E Main - Route 20,Suite 5,42.451966,-79.304389,,12/2/2007,,Retail,,
"Meadville, PA (3878)","Meadville, PA",HTS,Owner,3878,3878,3878,9042,364,,Meadville,PA,16335,11234 Perry Highway,Suite 5,41.620689,-80.203893,,2/26/2017,,Retail,,
"Hornell, NY (5412)","Hornell, NY",HTS,Owner,5412,3024,5412,9042,362,,Hornell,NY,14843,7451 Seneca Road,,42.361033,-77.666369,,10/5/2014,,Retail,,
"Olean, NY (5574)","Olean, NY",HTS,Owner,5574,5574,5574,9042,362,,Olean,NY,14760,400 North Union Street,,42.082542,-78.426771,,3/3/2013,,Retail,,
"Geneseo, NY (7893)","Geneseo, NY",HTS,Owner,7893,7893,7893,9042,362,,Geneseo,NY,14454,4364 Pondside Plaza,,42.800602,-77.779643,,9/10/2016,,Retail,,
"Warsaw, NY (3148)","Warsaw, NY",HTS,Owner,3148,3148,3148,9042,362,,Warsaw,NY,14569,422 N. Main St,,42.756893,-78.131353,,3/4/2007,,Retail,,
"Erie, PA (4879)","Erie, PA",HTS,Owner,4879,4879,4879,9042,364,,Erie,PA,16509,7200 Peach Street,Space 460,42.051933,-80.090674,,,,Retail,,
"Rochester, NY (5152)","Rochester, NY",HTS,Owner,5152,5152,5152,9042,362,,Rochester,NY,14625,1601 Penfield Road,,43.133452,-77.495718,,,,Retail,,
"Madison, OH (5052)","Madison, OH",HTS,Owner,5052,5052,5052,9042,364,,Madison,OH,44057,6656 N Ridge Road,,41.801576,-81.049534,,,,Retail,,
"Middlefield, OH (6561)","Middlefield, OH",HTS,Owner,6561,3800,6561,9042,364,,Middlefield,OH,44062,15561 W High Street,,41.461563,-81.086893,,3/23/2017,,Retail,,
"Harpers Ferry, WV (3006)","Harpers Ferry, WV",HTS,Owner,3006,3006,3006,9042,364,,Harpers Ferry,WV,25425,99 Cary Lu Circle,,39.306401,-77.809564,,8/4/2013,,Retail,,
"Staunton, VA (5872)","Staunton, VA",HTS,Owner,5872,3444,5872,9042,364,,Staunton,VA,24401,1206 Greenville Avenue,,38.129086,-79.063845,,1/5/2014,,Retail,,
"Huntingdon, PA (2753)","Huntingdon, PA",HTS,Owner,2753,2753,2753,9042,364,,Huntingdon,PA,16652,7495 Huntingdon Plaza,,40.482282,-78.015708,,7/21/2017,,Retail,,
"Lock Haven, PA (3739)","Lock Haven, PA",HTS,Owner,3739,3739,3739,9042,364,,Lock Haven,PA,17745,559 High Street,,41.129537,-77.466547,,3/16/2014,,Retail,,
"St. Marys, PA (3974)","St. Marys, PA",HTS,Owner,3974,3974,3974,9042,364,,St. Marys,PA,15857,1385 Bucktail Road,,41.43346,-78.517838,,8/3/2008,,Retail,,
"Pleasantville, PA (4692)","Pleasantville, PA",HTS,Owner,4692,4692,4692,9042,364,,Pleasantville,PA,16341,123 East State Street,,41.591636,-79.580076,,,,Retail,,
"Bedford, PA (5505)","Bedford, PA",HTS,Owner,5505,3094,5505,9042,364,,Bedford,PA,15522,9525 Lincoln Highway,,40.018858,-78.464962,,4/1/2001,,Retail,,
"Burnham, PA (5620)","Burnham, PA",HTS,Owner,5620,3190,5620,9042,364,,Burnham,PA,17009,325 West Freedom Avenue,Suite #115,40.630446,-77.574996,,,,Retail,,
"Fairmont, WV (5755)","Fairmont, WV",HTS,Owner,5755,3283,5755,9040,363,,Fairmont,WV,26554,9803 Mall Loop Road,,39.425992,-80.186945,,7/19/2015,,Retail,,
"Kittanning, PA (5807)","Kittanning, PA",HTS,Owner,5807,3345,5807,9042,364,,Kittanning,PA,16201,19A Franklin Village Mall,,40.813619,-79.550109,,,,Retail,,
"East Liverpool, OH (5832)","East Liverpool, OH",HTS,Owner,5832,3390,5832,9042,364,,East Liverpool,OH,43920,15891 State Route 170,Unit 101,40.673249,-80.584567,,9/20/2007,,Retail,,
"NEWPORT, ME (3863)","NEWPORT, ME",HTS,Owner,3863,3863,3863,9042,390,,NEWPORT,ME,04953,90 MOOSEHEAD TRL,,44.840269,-69.282025,,10/18/2015,,Retail,,
"FARMINGTON, ME (3364)","FARMINGTON, ME",HTS,Owner,3364,3364,3364,9042,390,,FARMINGTON,ME,04938,632 WILTON RD,,44.627036,-70.155796,,7/31/2016,,Retail,,
"DERBY, VT (3513)","DERBY, VT",HTS,Owner,3513,3513,3513,9042,390,,DERBY,VT,05829,PO BOX 725,Suite 126,44.952354,-72.140591,,9/30/2012,,Retail,,
"ST JOHNSBURY, VT (4694)","ST JOHNSBURY, VT",HTS,Owner,4694,4694,4694,9042,373,,ST JOHNSBURY,VT,05819,GREEN MOUNTAIN MALL,Suite 2,44.460258,-72.013721,,3/24/2013,,Retail,,
"Fort Kent, ME (5585)","Fort Kent, ME",HTS,Owner,5585,3174,5585,9042,390,,Fort Kent,ME,04743,204 W Main Street,,47.249414,-68.598927,,8/30/2009,,Retail,,
"Littleton, NH (5896)","Littleton, NH",HTS,Owner,5896,3523,5896,9042,390,,Littleton,NH,03561,831 Meadow St.,,44.299966,-71.804396,,3/3/2013,,Retail,,
"Gorham, NH (5939)","Gorham, NH",HTS,Owner,5939,3593,5939,9042,373,,Gorham,NH,03581,161 Main Street,,44.389804,-71.182057,,9/1/2013,,Retail,,
"Caribou, ME (3427)","Caribou, ME",HTS,Owner,3427,3427,3427,9042,390,,Caribou,ME,04736,57 Sweden Street,,46.860534,-68.014756,,,,Retail,,
"HOULTON, ME (3493)","HOULTON, ME",HTS,Owner,3493,3493,3493,9042,390,,HOULTON,ME,04730,POB 218,,46.133967,-67.839623,,8/28/2016,,Retail,,
"Ripley, WV (3583)","Ripley, WV",HTS,Owner,3583,3583,3583,9042,129,,Ripley,WV,25271,29 South Hill Plaza Drive,,38.768762,-81.695413,,11/27/2013,,Retail,,
"Delaware, OH (4981)","Delaware, OH",HTS,Owner,4981,4981,4981,9042,381,,Delaware,OH,43015,1764 Columbus Pike,,40.265323,-83.073326,,,,Retail,,
"Saint Marys, OH (5710)","Saint Marys, OH",HTS,Owner,5710,3222,5710,9042,381,,Saint Marys,OH,45885,1280 Indiana Avenue,,40.552481,-84.407,,4/5/2017,,Retail,,
"Covington, VA (2733)","Covington, VA",HTS,Owner,2733,2733,2733,9042,381,,Covington,VA,24426,376 West Main Street,,37.791586,-79.99679,,,,Retail,,
"Ronceverte, WV (3023)","Ronceverte, WV",HTS,Owner,3023,3023,3023,9042,129,,Ronceverte,WV,24970,RR 1 Box 17A,,37.766272,-80.464884,,7/30/2006,,Retail,,
"Logan, OH (2172)","Logan, OH",HTS,Owner,2172,2172,2172,9042,381,,Logan,OH,43138,150 Hocking Mall,,39.545777,-82.432056,,,,Retail,,
"Wooster, OH (3020)","Wooster, OH",HTS,Owner,3020,3020,3020,9042,381,,Wooster,OH,44691,3541 East Lincoln Way,,40.794958,-81.897267,,1/29/2012,,Retail,,
"Summersville, WV (3553)","Summersville, WV",HTS,Owner,3553,3553,3553,9042,381,,Summersville,WV,26651,50 Stonewall Drive,,38.303465,-80.830326,,2/27/2011,,Retail,,
"Marion, OH (4912)","Marion, OH",HTS,Owner,4912,4912,4912,9042,381,,Marion,OH,43302,1471 Marion Waldo Rd.,Unit #400,40.561158,-83.120478,,,,Retail,,
"Coshocton, OH (5497)","Coshocton, OH",HTS,Owner,5497,3084,5497,9042,381,,Coshocton,OH,43812,480 Downtowner Plaza,,40.268635,-81.87162,,8/13/2017,,Retail,,
"Gallipolis, OH (5878)","Gallipolis, OH",HTS,Owner,5878,3462,5878,9042,129,,Gallipolis,OH,45631,2200 Eastern Avenue,,38.822046,-82.171074,,9/11/2011,,Retail,,
"SWANZEY, NH (9962)","SWANZEY, NH",HTS,Company,9962,9962,9962,9042,362,,SWANZEY,NH,03446,15 W SWANZEY RD,,42.910544,-72.296821,,,,Retail,,
"Wakefield, RI (5734)","Wakefield, RI",HTS,Owner,5734,3264,5734,9042,382,,Wakefield,RI,02879,20 Commons Corner Way,,41.456679,-71.4699,,3/31/2016,,Retail,,
"HADLEY, MA (6966)","HADLEY, MA",HTS,Owner,6966,6966,6966,9042,362,,HADLEY,MA,01035,189 RUSSELL STREET,,42.342889,-72.580082,,,,Retail,,
"Oneonta, NY (3203)","Oneonta, NY",HTS,Owner,3203,3203,3203,9042,362,,Oneonta,NY,13820,207 River Street,,42.443803,-75.084364,,8/3/2008,,Retail,,
"BARKHAMSTED, CT (3384)","BARKHAMSTED, CT",HTS,Owner,3384,3384,3384,9042,382,,BARKHAMSTED,CT,06063,380 NEW HARTFORD RD RT 44,,41.911622,-73.042001,,3/25/2017,,Retail,,
"Middletown, DE (3463)","Middletown, DE",HTS,Owner,3463,3463,3463,9042,364,,Middletown,DE,19709,600 N Broad Street,Suite 9,39.454757,-75.719623,,12/29/2002,,Retail,,
"Cobleskill, NY (3694)","Cobleskill, NY",HTS,Owner,3694,3694,3694,9042,362,,Cobleskill,NY,12043,2395 State Route 7,,42.681696,-74.44408,,9/30/2001,,Retail,,
"COLCHESTER, CT (5194)","COLCHESTER, CT",HTS,Owner,5194,5194,5194,9042,382,,COLCHESTER,CT,06415,199 OLD HARTFORD RD,,41.579336,-72.345339,,5/1/2016,,Retail,,
"Quakertown, PA (5496)","Quakertown, PA",HTS,Owner,5496,3083,5496,9042,364,,Quakertown,PA,18951,240-4 South West End Boulevard,,40.435793,-75.355614,,1/8/2016,,Retail,,
"NORTH KINGSTOWN, RI (5571)","NORTH KINGSTOWN, RI",HTS,Owner,5571,5571,5571,9042,362,,NORTH KINGSTOWN,RI,02852,6655 POST RD,,41.616809,-71.459412,,,,Retail,,
"East Wareham, MA (5955)","East Wareham, MA",HTS,Owner,5955,3634,5955,9042,362,,East Wareham,MA,02538,3119 Cranberry Highway,,41.754753,-70.640295,,12/13/2015,,Retail,,
"Great Barrington, MA (5960)","Great Barrington, MA",HTS,Owner,5960,3643,5960,9042,362,,Great Barrington,MA,01230,228 Stockbridge Road,,42.205569,-73.345999,,11/1/2015,,Retail,,
"Hudson, NY (6637)","Hudson, NY",HTS,Owner,6637,3839,6637,9042,362,,Hudson,NY,12534,160 Fairview Avenue,,42.255984,-73.765401,,5/3/2015,,Retail,,
"Newport, NH (5455)","Newport, NH",HTS,Owner,5455,3033,5455,9042,390,,Newport,NH,03773,958 John Stark Hwy,,43.366845,-72.256096,,10/18/2005,,Retail,,
"Potsdam, NY (3104)","Potsdam, NY",HTS,Owner,3104,3104,3104,9042,390,,Potsdam,NY,13676,6582 State Highway 56,,44.687646,-74.98634,,5/14/2017,,Retail,,
"Plattsburgh, NY (3480)","Plattsburgh, NY",HTS,Owner,3480,3480,3480,9042,390,,Plattsburgh,NY,12901,594 State Route 3,,44.696358,-73.505924,,,,Retail,,
"BARRE, VT (3503)","BARRE, VT",HTS,Owner,3503,3503,3503,9042,390,,BARRE,VT,05641,1598 US ROUTE 302 BERLIN,,44.231138,-72.552839,,4/29/2012,,Retail,,
"MORRISVILLE, VT (3533)","MORRISVILLE, VT",HTS,Owner,3533,3533,3533,9042,390,,MORRISVILLE,VT,05661,POB 598,,44.571035,-72.594381,,6/30/2002,,Retail,,
"Rutland, VT (3771)","Rutland, VT",HTS,Owner,3771,3771,3771,9042,390,,Rutland,VT,05701,256 North Main Street,,43.626059,-72.975005,,,,Retail,,
"Saint Albans, VT (5522)","Saint Albans, VT",HTS,Owner,5522,3124,5522,9042,390,,Saint Albans,VT,05478,364 Swanton Rd.,,44.838596,-73.083664,,10/19/2014,,Retail,,
"Jacksonville, TX (1975)","Jacksonville, TX",Buddys,Transition,1975,1975,1975,9087,202,,Jacksonville,TX,75766,1627 South Jackson Street,,31.947842,-95.261331,,11/19/2016,,Retail,,
"Athens, TX (2014)","Athens, TX",Buddys,Company,2014,2014,2014,9087,202,,Athens,TX,75751,220 Crestway St,,,,3/25/2018,,,Retail,,
"Palestine, TX (5047)","Palestine, TX",Buddys,,5047,5047,5047,9087,202,,Palestine,TX,75801,2024 Crockett Road,,,,,,,Retail,,
"Big Spring, TX (5842)","Big Spring, TX",Buddys,Company,5842,3408,5842,9087,202,,Big Spring,TX,79720,1801 E FM 700-C6,C6,32.244784,-101.446284,,12/31/2017,,Retail,,
"Mt. Pleasant, TX (6000)","Mt. Pleasant, TX",Buddys,Transition,6000,3667,6000,9087,202,,Mt. Pleasant,TX,75455,1203 W Ferguson Road,,33.156604,-94.979924,,7/8/2017,,Retail,,
"Decatur, TX (6017)","Decatur, TX",Buddys,Owner,6017,3672,6017,9029,202,,Decatur,TX,76234,1010 West Business 380,,33.231878,-97.598572,,10/1/2006,,Retail,,
"Durant, OK (6206)","Durant, OK",Buddys,Transition,6206,3708,6206,9087,202,,Durant,OK,74701,615 Westside Drive,,34.001613,-96.403983,,7/2/2017,,Retail,,
"Fayetteville, GA (3263)","Fayetteville, GA",HTS,Owner,3263,3263,3263,9040,395,,Fayetteville,GA,30214,174-176 Banks Crossing SC,,33.466689,-84.444829,,,,Retail,,
"Emporia, KS (5719)","Emporia, KS",HTS,Transition,5719,3237,5719,9029,201,,Emporia,KS,66801,511 Commercial Street,,38.404407,-96.180556,,7/5/2017,,Retail,,
"New Castle, DE (4052)","New Castle, DE",OUT,Company,4052,4052,4052,9076,921,,New Castle,DE,19720,700 Center Point Blvd,,39.661335,-75.594757,,,,ORDC,,
"Kansas City, MO (4070)","Kansas City, MO",OUT,Company,4070,4070,4070,9076,921,,Kansas City,MO,64120,3634 Front St.,Suite 100,39.131251,-94.537341,,,,APC,,
"Kansas City, MO (4510)","Kansas City, MO",OUT,Company,4510,4510,4510,9076,921,,Kansas City,MO,64120,3230 E. Front Street,,39.130811,-94.542899,,,,ORDC,,
"Pearl City, HI (4604)","Pearl City, HI",OUT,Company,4604,4604,4604,9076,921,,Pearl City,HI,96782,98-600 Kamehameha Hwy.,,21.39286,-157.961716,,,,ORDC,,
"Livonia, MI (4612)","Livonia, MI",OUT,Company,4612,4612,4612,9076,921,,Livonia,MI,48150,12001 Sears Ave.,,42.374397,-83.347206,,,,ORDC,,
"Cupey Bajo, PR (4616)","Cupey Bajo, PR",OUT,Company,4616,4616,4616,9076,921,,Cupey Bajo,PR,926,Carr. 176 K.M. 0.3,,18.394611,-66.034523,,,,ORDC,,
"Reno, NV (5236)","Reno, NV",OUT,Company,5236,5236,5236,9076,921,,Reno,NV,89512,400 PARR BLVD,,39.569963,-119.814344,,,,ORDC,,
"Santa Ana, CA (7428)","Santa Ana, CA",OUT,Company,7428,7428,7428,9076,921,,Santa Ana,CA,92707,500 W. Warner Ave.,,37.69959,-117.873657,,,,ORDC,,
"Tukwila, WA (7508)","Tukwila, WA",OUT,Company,7508,7508,7508,9076,921,,Tukwila,WA,98188,18350 Olympic Ave S,,47.437746,-122.251388,,,,ORDC,,
"Kansas City, MO (7820)","Kansas City, MO",OUT,Company,7820,7820,7820,9076,921,,Kansas City,MO,64120,3632 E. Front St.,,39.131439,-94.535759,,,,ORDC,,
"Melrose Park, IL (9200)","Melrose Park, IL",OUT,Company,9200,9200,9200,9076,921,,Melrose Park,IL,60160,2065 N. George St.,,41.914028,-87.84,,,,ORDC,,
"Tucker, GA (9240)","Tucker, GA",OUT,Company,9240,9240,9240,9076,921,,Tucker,GA,30084,2301-A Mt. Industrial Blvd.,,33.853119,-84.198723,,,,ORDC,,
"Winter Park, FL (9250)","Winter Park, FL",OUT,Company,9250,9250,9250,9076,921,,Winter Park,FL,32792,3825 Forsyth Rd.,,28.601604,-81.296059,,,,ORDC,,
"Carrollton, TX (9449)","Carrollton, TX",OUT,Company,9449,9449,9449,9076,921,,Carrollton,TX,75006,"1215 Marsh Lane, Suite #165",,32.95573,-96.855438,,,,ORDC,,
"Houston, TX (9889)","Houston, TX",OUT,Company,9889,9889,9889,9076,921,,Houston,TX,77023,5901 Griggs Rd. Suite B,,29.698746,-95.325211,,3/3/2013,,ORDC,,
"Newington, CT (9947)","Newington, CT",OUT,Company,9947,9947,9947,9076,921,,Newington,CT,06111,65 Holmes Rd.,,41.709072,-72.743874,,,,ORDC,,
"CUPEY BAJO, PR (4595)","CUPEY BAJO, PR",OUT,Company,4595,4595,4595,9034,940,,CUPEY BAJO,PR,926,CARR 176 K.M. 0.3,,18.394611,-66.034523,,,,Retail,,
"Pearl City, HI (8461)","Pearl City, HI",OUT,Company,8461,4248,8461,9034,940,,Pearl City,HI,96782,98-600 Kamehameha Highway,,21.392294,-157.961651,,,,Retail,,
"Albany, NY (4134)","Albany, NY",OUT,Company,4134,4134,4134,9034,941,,Albany,NY,12205,161 Washington Avenue Ext Space 208,,42.6948,-73.847059,,,,Retail,,
"NEWINGTON, CT (4324)","NEWINGTON, CT",OUT,Company,4324,4324,4324,9034,941,,NEWINGTON,CT,06111,65 HOLMES RD,,41.709073,-72.743871,,,,Retail,,
"VOORHEES, NJ (4601)","VOORHEES, NJ",OUT,Company,4601,4601,4601,9034,941,,VOORHEES,NJ,08043,332 S BURNT MILL RD,,39.851788,-75.007771,,,,Retail,,
"FALL RIVER, MA (4823)","FALL RIVER, MA",OUT,Company,4823,4823,4823,9034,941,,FALL RIVER,MA,02721,133 MARIANO S BISHOP BLVD,,41.674196,-71.16299,,12/13/2015,,Retail,,
"Queens Village, NY (5296)","Queens Village, NY",OUT,Company,5296,5296,5296,9034,941,,Queens Village,NY,11427,22005 Hillside Avenue,,40.730706,-73.744785,,,,Retail,,
"WEST ORANGE, NJ (5361)","WEST ORANGE, NJ",OUT,Company,5361,5361,5361,9034,941,,WEST ORANGE,NJ,07052,495 PROSPECT AVE #11,Suite 11,40.793559,-74.256444,,,,Retail,,
"HOLYOKE, MA (7424)","HOLYOKE, MA",OUT,Company,7424,7424,7424,9034,941,,HOLYOKE,MA,01040,2209 NORTH HAMPTON STREET,,42.184064,-72.633003,,12/13/2015,,Retail,,
"WEST HAVEN, CT (7633)","WEST HAVEN, CT",OUT,Company,7633,7633,7633,9034,941,,WEST HAVEN,CT,06516,190A FRONTAGE ROAD,,41.268919,-72.970803,,,,Retail,,
"Shrewsbury, MA (8286)","Shrewsbury, MA",OUT,Company,8286,4113,8286,9034,941,,Shrewsbury,MA,01545,1000 Boston Turnpike,,42.279907,-71.67576,,12/13/2015,,Retail,,
"Plainfield, NJ (9696)","Plainfield, NJ",OUT,Company,9696,9696,9696,9034,941,,Plainfield,NJ,07060,1701 US HIGHWAY 22,,40.651301,-74.408438,,,,Retail,,
"Newton, NJ (9790)","Newton, NJ",OUT,Company,9790,9790,9790,9034,941,,Newton,NJ,07860,13 Hampton House Road,,41.069766,-74.743849,,,,Retail,,
"CHERRY HILL, NJ (9963)","CHERRY HILL, NJ",OUT,Company,9963,9963,9963,9034,941,,CHERRY HILL,NJ,08002,2232 RTE 70 WEST STE C,Suite C,39.92525,-75.042702,,,,Retail,,
"Daytona Beach, FL (4015)","Daytona Beach, FL",OUT,Company,4015,4015,4015,9034,943,,Daytona Beach,FL,32114,1415 S Nova Road,,29.179157,-81.027153,,12/13/2015,,Retail,,
"Pensacola, FL (4058)","Pensacola, FL",OUT,Company,4058,4058,4058,9034,943,,Pensacola,FL,32504,6235 N Davis Highway,Suite 101,30.488394,-87.225245,,,,Retail,,
"Clearwater, FL (4185)","Clearwater, FL",OUT,Company,4185,4185,4185,9034,943,,Clearwater,FL,33760,5251 110th Avenue N,Suite 120,27.873296,-82.706222,,12/13/2015,,Retail,,
"St Petersburg, FL (4335)","St Petersburg, FL",OUT,Company,4335,4335,4335,9034,943,,St Petersburg,FL,33709,4600 Park Street N,,27.813603,-82.754546,,12/13/2015,,Retail,,
"Winter Park, FL (4345)","Winter Park, FL",OUT,Company,4345,4345,4345,9034,943,,Winter Park,FL,32792,3825 Forsyth Road,,28.601604,-81.29606,,12/13/2015,,Retail,,
"West Palm Beach, FL (4526)","West Palm Beach, FL",OUT,Company,4526,4526,4526,9034,943,,West Palm Beach,FL,33415,4560 Forest Hill Boulevard,,26.650094,-80.113532,,12/13/2015,,Retail,,
"Tampa, FL (6052)","Tampa, FL",OUT,Company,6052,6052,6052,9034,943,,Tampa,FL,33604,8245B North Florida Avenue,,28.022996,-82.45796,,12/13/2015,,Retail,,
"JACKSONVILLE, FL (7457)","JACKSONVILLE, FL",OUT,Company,7457,7457,7457,9034,943,,JACKSONVILLE,FL,32224,3555-2 ST JOHN'S BLUFF RD,,30.283348,-81.52436,,12/13/2015,,Retail,,
"Jacksonville, FL (8412)","Jacksonville, FL",OUT,Company,8412,4205,8412,9034,943,,Jacksonville,FL,32223,11111 San Jose Boulevard.,Suite 1,30.173508,-81.626743,,12/13/2015,,Retail,,
"Medley, FL (8495)","Medley, FL",OUT,Company,8495,4481,8495,9034,943,,Medley,FL,33166,8090 NW 77th Court,,25.848254,-80.323636,,12/13/2015,,Retail,,
"Fayetteville, NC (4268)","Fayetteville, NC",OUT,Company,4268,4268,4268,9034,945,,Fayetteville,NC,28304,1240 Ireland Drive,,35.041561,-78.948025,,,,Retail,,
"Knoxville, TN (4761)","Knoxville, TN",OUT,Company,4761,4761,4761,9034,945,,Knoxville,TN,37922,9630 Kingston Pike,,35.905789,-84.10635,,,,Retail,,
"Hixson, TN (5264)","Hixson, TN",OUT,Company,5264,5264,5264,9034,945,,Hixson,TN,37343,5450 Highway 153,Suite 100,35.139663,-85.245787,,12/13/2015,,Retail,,
"Greenville, SC (7533)","Greenville, SC",OUT,Company,7533,7533,7533,9034,945,,Greenville,SC,29607,1117 Woodruff Road,Suite K.,34.831787,-82.302987,,2/15/2015,,Retail,,
"Morrow, GA (7556)","Morrow, GA",OUT,Company,7556,7556,7556,9034,945,,Morrow,GA,30260,1915 Mount Zion Road,,33.566209,-84.328791,,12/13/2015,,Retail,,
"Charlotte, NC (7564)","Charlotte, NC",OUT,Franchise,7564,7564,7564,9034,945,,Charlotte,NC,28273,9571 South Boulevard,,35.103578,-80.877458,,2/15/2015,,Retail,,
"Charleston, SC (7604)","Charleston, SC",OUT,Company,7604,7604,7604,9034,945,,Charleston,SC,29418,5101 Ashley Phosphate Road,,32.915373,-80.100173,,,,Retail,,
"Marietta, GA (7612)","Marietta, GA",OUT,Company,7612,7612,7612,9034,945,,Marietta,GA,30062,1140 Roswell Road SE,,33.949723,-84.51801,,12/13/2015,,Retail,,
"Tucker, GA (8470)","Tucker, GA",OUT,Company,8470,4275,8470,9034,945,,Tucker,GA,30084,2301-A Mt Industrial Boulevard,,33.853118,-84.198725,,12/13/2015,,Retail,,
"Nashville, TN (8487)","Nashville, TN",OUT,Company,8487,4356,8487,9034,945,,Nashville,TN,37204,642 Thompson Lane,,36.112207,-86.755355,,12/13/2015,,Retail,,
"Lawrenceville, GA (9111)","Lawrenceville, GA",OUT,Company,9111,9111,9111,9034,945,,Lawrenceville,GA,30043,5900 Sugarloaf Parkway,,33.981146,-84.082134,,,,Retail,,
"Birmingham, AL (9866)","Birmingham, AL",OUT,Company,9866,9866,9866,9034,945,,Birmingham,AL,35209,251 Lakeshore Parkway,,33.444877,-86.824405,,,,Retail,,
"Raleigh, NC (9876)","Raleigh, NC",OUT,Franchise,9876,9876,9876,9034,945,,Raleigh,NC,27603,4300 Fayetteville Road,,35.721395,-78.656839,,2/15/2015,,Retail,,
"Concord, NC (9974)","Concord, NC",OUT,Franchise,9974,9974,9974,9034,945,,Concord,NC,28027,545 Concord Parkway N,,35.411669,-80.615587,,2/15/2015,,Retail,,
"Appleton, WI (4132)","Appleton, WI",OUT,Company,4132,4132,4132,9034,946,,Appleton,WI,54914,4635 West College Avenue,,44.260314,-88.474318,,,,Retail,,
"Germantown, WI (4468)","Germantown, WI",OUT,,4468,4468,4468,9034,946,,Germantown,WI,53022,N 96 W 18650 Country Line Rd,,,,,,,Retail,,
"Wauwatosa, WI (4583)","Wauwatosa, WI",OUT,Company,4583,4583,4583,9034,946,,Wauwatosa,WI,53222,3203 N Mayfair Road,,43.077284,-88.049857,,,,Retail,,
"Darien, IL (4606)","Darien, IL",OUT,Company,4606,4606,4606,9034,946,,Darien,IL,60561,7415 S Cass Avenue,,41.75286,-87.972069,,1/31/2016,,Retail,,
"Coon Rapids, MN (4611)","Coon Rapids, MN",OUT,Company,4611,4611,4611,9034,946,,Coon Rapids,MN,55433,141 85th Avenue NW,,45.125335,-93.270135,,,,Retail,,
